codigo,nome_estacao,uf,mes,temperatura,ano,mes_num
83228.0,Peixe,TO,marco,26.0,1981 - 2011,3
83228.0,Peixe,TO,abril,26.4,1981 - 2011,4
83228.0,Peixe,TO,maio,26.0,1981 - 2011,5
83228.0,Peixe,TO,junho,24.6,1981 - 2011,6
83228.0,Peixe,TO,julho,24.4,1981 - 2011,7
83228.0,Peixe,TO,agosto,26.1,1981 - 2011,8
83228.0,Peixe,TO,setembro,27.8,1981 - 2011,9
83228.0,Peixe,TO,outubro,27.5,1981 - 2011,10
83228.0,Peixe,TO,novembro,26.5,1981 - 2011,11
83228.0,Peixe,TO,dezembro,25.9,1981 - 2011,12
83228.0,Peixe,TO,janeiro,26.1,1991 - 2021,1
83228.0,Peixe,TO,fevereiro,26.0,1991 - 2021,2
83228.0,Peixe,TO,marco,26.2,1991 - 2021,3
83228.0,Peixe,TO,abril,26.5,1991 - 2021,4
83228.0,Peixe,TO,maio,26.1,1991 - 2021,5
83228.0,Peixe,TO,junho,24.8,1991 - 2021,6
83228.0,Peixe,TO,julho,24.5,1991 - 2021,7
83228.0,Peixe,TO,agosto,26.2,1991 - 2021,8
83228.0,Peixe,TO,setembro,28.2,1991 - 2021,9
83228.0,Peixe,TO,outubro,28.1,1991 - 2021,10
83228.0,Peixe,TO,novembro,26.8,1991 - 2021,11
83228.0,Peixe,TO,dezembro,26.3,1991 - 2021,12
83229.0,Salvador (Ondina),BA,janeiro,26.4,1961 - 1991,1
83229.0,Salvador (Ondina),BA,fevereiro,26.5,1961 - 1991,2
83229.0,Salvador (Ondina),BA,marco,26.6,1961 - 1991,3
83229.0,Salvador (Ondina),BA,abril,26.2,1961 - 1991,4
83229.0,Salvador (Ondina),BA,maio,25.2,1961 - 1991,5
83229.0,Salvador (Ondina),BA,junho,24.3,1961 - 1991,6
83229.0,Salvador (Ondina),BA,julho,23.7,1961 - 1991,7
83229.0,Salvador (Ondina),BA,agosto,23.6,1961 - 1991,8
83229.0,Salvador (Ondina),BA,setembro,24.3,1961 - 1991,9
83229.0,Salvador (Ondina),BA,outubro,25.1,1961 - 1991,10
83229.0,Salvador (Ondina),BA,novembro,25.5,1961 - 1991,11
83229.0,Salvador (Ondina),BA,dezembro,25.9,1961 - 1991,12
83229.0,Salvador (Ondina),BA,janeiro,27.0,1981 - 2011,1
83229.0,Salvador (Ondina),BA,fevereiro,27.1,1981 - 2011,2
83229.0,Salvador (Ondina),BA,marco,27.1,1981 - 2011,3
83229.0,Salvador (Ondina),BA,abril,26.4,1981 - 2011,4
83229.0,Salvador (Ondina),BA,maio,25.5,1981 - 2011,5
83229.0,Salvador (Ondina),BA,junho,24.4,1981 - 2011,6
83229.0,Salvador (Ondina),BA,julho,23.8,1981 - 2011,7
83229.0,Salvador (Ondina),BA,agosto,23.7,1981 - 2011,8
83229.0,Salvador (Ondina),BA,setembro,24.4,1981 - 2011,9
83229.0,Salvador (Ondina),BA,outubro,25.5,1981 - 2011,10
83229.0,Salvador (Ondina),BA,novembro,26.1,1981 - 2011,11
83229.0,Salvador (Ondina),BA,dezembro,26.6,1981 - 2011,12
83229.0,Salvador (Ondina),BA,janeiro,26.9,1991 - 2021,1
83229.0,Salvador (Ondina),BA,fevereiro,27.1,1991 - 2021,2
83229.0,Salvador (Ondina),BA,marco,27.1,1991 - 2021,3
83229.0,Salvador (Ondina),BA,abril,26.4,1991 - 2021,4
83229.0,Salvador (Ondina),BA,maio,25.3,1991 - 2021,5
83229.0,Salvador (Ondina),BA,junho,24.3,1991 - 2021,6
83229.0,Salvador (Ondina),BA,julho,23.7,1991 - 2021,7
83229.0,Salvador (Ondina),BA,agosto,23.6,1991 - 2021,8
83229.0,Salvador (Ondina),BA,setembro,24.3,1991 - 2021,9
83229.0,Salvador (Ondina),BA,outubro,25.4,1991 - 2021,10
83229.0,Salvador (Ondina),BA,novembro,26.1,1991 - 2021,11
83229.0,Salvador (Ondina),BA,dezembro,26.6,1991 - 2021,12
83235.0,Taguatinga,TO,janeiro,24.2,1961 - 1991,1
83235.0,Taguatinga,TO,fevereiro,24.3,1961 - 1991,2
83235.0,Taguatinga,TO,marco,24.4,1961 - 1991,3
83235.0,Taguatinga,TO,abril,24.6,1961 - 1991,4
83235.0,Taguatinga,TO,maio,24.2,1961 - 1991,5
83235.0,Taguatinga,TO,junho,23.6,1961 - 1991,6
83235.0,Taguatinga,TO,julho,23.4,1961 - 1991,7
83235.0,Taguatinga,TO,agosto,25.1,1961 - 1991,8
83235.0,Taguatinga,TO,setembro,26.6,1961 - 1991,9
83235.0,Taguatinga,TO,outubro,25.7,1961 - 1991,10
83235.0,Taguatinga,TO,novembro,24.7,1961 - 1991,11
83235.0,Taguatinga,TO,dezembro,24.3,1961 - 1991,12
83235.0,Taguatinga,TO,janeiro,24.9,1981 - 2011,1
83235.0,Taguatinga,TO,fevereiro,24.9,1981 - 2011,2
83235.0,Taguatinga,TO,marco,24.9,1981 - 2011,3
83235.0,Taguatinga,TO,abril,25.4,1981 - 2011,4
83235.0,Taguatinga,TO,maio,25.2,1981 - 2011,5
83235.0,Taguatinga,TO,junho,24.4,1981 - 2011,6
83235.0,Taguatinga,TO,julho,24.2,1981 - 2011,7
83235.0,Taguatinga,TO,agosto,25.7,1981 - 2011,8
83235.0,Taguatinga,TO,setembro,27.4,1981 - 2011,9
83235.0,Taguatinga,TO,outubro,27.0,1981 - 2011,10
83235.0,Taguatinga,TO,novembro,25.5,1981 - 2011,11
83235.0,Taguatinga,TO,dezembro,24.9,1981 - 2011,12
83235.0,Taguatinga,TO,janeiro,25.3,1991 - 2021,1
83235.0,Taguatinga,TO,fevereiro,25.1,1991 - 2021,2
83235.0,Taguatinga,TO,marco,25.3,1991 - 2021,3
83235.0,Taguatinga,TO,abril,25.8,1991 - 2021,4
83235.0,Taguatinga,TO,maio,25.7,1991 - 2021,5
83235.0,Taguatinga,TO,junho,24.9,1991 - 2021,6
83235.0,Taguatinga,TO,julho,24.8,1991 - 2021,7
83235.0,Taguatinga,TO,agosto,26.2,1991 - 2021,8
83235.0,Taguatinga,TO,setembro,28.0,1991 - 2021,9
83235.0,Taguatinga,TO,outubro,28.0,1991 - 2021,10
83235.0,Taguatinga,TO,novembro,25.9,1991 - 2021,11
83235.0,Taguatinga,TO,dezembro,25.6,1991 - 2021,12
83242.0,Lençóis,BA,janeiro,24.5,1961 - 1991,1
83242.0,Lençóis,BA,fevereiro,24.7,1961 - 1991,2
83242.0,Lençóis,BA,marco,24.4,1961 - 1991,3
83242.0,Lençóis,BA,abril,23.8,1961 - 1991,4
83242.0,Lençóis,BA,maio,22.5,1961 - 1991,5
83242.0,Lençóis,BA,junho,21.2,1961 - 1991,6
83242.0,Lençóis,BA,julho,20.7,1961 - 1991,7
83242.0,Lençóis,BA,agosto,21.4,1961 - 1991,8
83242.0,Lençóis,BA,setembro,22.7,1961 - 1991,9
83242.0,Lençóis,BA,outubro,23.7,1961 - 1991,10
83242.0,Lençóis,BA,novembro,24.0,1961 - 1991,11
83242.0,Lençóis,BA,dezembro,23.9,1961 - 1991,12
83242.0,Lençóis,BA,janeiro,25.3,1981 - 2011,1
83242.0,Lençóis,BA,fevereiro,25.7,1981 - 2011,2
83242.0,Lençóis,BA,marco,25.0,1981 - 2011,3
83242.0,Lençóis,BA,abril,24.2,1981 - 2011,4
83242.0,Lençóis,BA,maio,23.1,1981 - 2011,5
83242.0,Lençóis,BA,junho,21.6,1981 - 2011,6
83242.0,Lençóis,BA,julho,21.3,1981 - 2011,7
83242.0,Lençóis,BA,agosto,21.9,1981 - 2011,8
83242.0,Lençóis,BA,setembro,23.5,1981 - 2011,9
83242.0,Lençóis,BA,outubro,24.8,1981 - 2011,10
83242.0,Lençóis,BA,novembro,24.9,1981 - 2011,11
83242.0,Lençóis,BA,dezembro,24.9,1981 - 2011,12
83242.0,Lençóis,BA,janeiro,25.5,1991 - 2021,1
83242.0,Lençóis,BA,fevereiro,25.8,1991 - 2021,2
83242.0,Lençóis,BA,marco,25.3,1991 - 2021,3
83242.0,Lençóis,BA,abril,24.4,1991 - 2021,4
83242.0,Lençóis,BA,maio,23.2,1991 - 2021,5
83242.0,Lençóis,BA,junho,21.8,1991 - 2021,6
83242.0,Lençóis,BA,julho,21.3,1991 - 2021,7
83242.0,Lençóis,BA,agosto,21.9,1991 - 2021,8
83242.0,Lençóis,BA,setembro,23.5,1991 - 2021,9
83242.0,Lençóis,BA,outubro,25.0,1991 - 2021,10
83242.0,Lençóis,BA,novembro,24.9,1991 - 2021,11
83242.0,Lençóis,BA,dezembro,25.2,1991 - 2021,12
83249.0,Alagoinhas,BA,janeiro,25.9,1961 - 1991,1
83249.0,Alagoinhas,BA,fevereiro,25.7,1961 - 1991,2
83249.0,Alagoinhas,BA,marco,25.5,1961 - 1991,3
83249.0,Alagoinhas,BA,abril,25.0,1961 - 1991,4
83249.0,Alagoinhas,BA,maio,23.6,1961 - 1991,5
83249.0,Alagoinhas,BA,junho,22.5,1961 - 1991,6
83249.0,Alagoinhas,BA,julho,21.5,1961 - 1991,7
83249.0,Alagoinhas,BA,agosto,21.5,1961 - 1991,8
83249.0,Alagoinhas,BA,setembro,22.6,1961 - 1991,9
83249.0,Alagoinhas,BA,outubro,24.3,1961 - 1991,10
83249.0,Alagoinhas,BA,novembro,25.1,1961 - 1991,11
83249.0,Alagoinhas,BA,dezembro,25.5,1961 - 1991,12
83249.0,Alagoinhas,BA,janeiro,26.3,1981 - 2011,1
83249.0,Alagoinhas,BA,fevereiro,26.3,1981 - 2011,2
83249.0,Alagoinhas,BA,marco,26.4,1981 - 2011,3
83249.0,Alagoinhas,BA,abril,25.4,1981 - 2011,4
83249.0,Alagoinhas,BA,maio,24.1,1981 - 2011,5
83249.0,Alagoinhas,BA,junho,22.7,1981 - 2011,6
83249.0,Alagoinhas,BA,julho,21.9,1981 - 2011,7
83249.0,Alagoinhas,BA,agosto,21.9,1981 - 2011,8
83249.0,Alagoinhas,BA,setembro,22.9,1981 - 2011,9
83249.0,Alagoinhas,BA,outubro,24.3,1981 - 2011,10
83249.0,Alagoinhas,BA,novembro,25.5,1981 - 2011,11
83249.0,Alagoinhas,BA,dezembro,26.0,1981 - 2011,12
83249.0,Alagoinhas,BA,janeiro,26.4,1991 - 2021,1
83249.0,Alagoinhas,BA,fevereiro,26.4,1991 - 2021,2
83249.0,Alagoinhas,BA,marco,26.5,1991 - 2021,3
83249.0,Alagoinhas,BA,abril,25.5,1991 - 2021,4
83249.0,Alagoinhas,BA,maio,24.2,1991 - 2021,5
83249.0,Alagoinhas,BA,junho,22.9,1991 - 2021,6
83249.0,Alagoinhas,BA,julho,22.0,1991 - 2021,7
83249.0,Alagoinhas,BA,agosto,22.0,1991 - 2021,8
83249.0,Alagoinhas,BA,setembro,23.0,1991 - 2021,9
83249.0,Alagoinhas,BA,outubro,24.3,1991 - 2021,10
83249.0,Alagoinhas,BA,novembro,25.5,1991 - 2021,11
83249.0,Alagoinhas,BA,dezembro,26.2,1991 - 2021,12
83288.0,Bom Jesus da Lapa,BA,janeiro,25.3,1961 - 1991,1
83288.0,Bom Jesus da Lapa,BA,fevereiro,25.4,1961 - 1991,2
83288.0,Bom Jesus da Lapa,BA,marco,25.3,1961 - 1991,3
83288.0,Bom Jesus da Lapa,BA,abril,25.1,1961 - 1991,4
83288.0,Bom Jesus da Lapa,BA,maio,24.5,1961 - 1991,5
83288.0,Bom Jesus da Lapa,BA,junho,23.1,1961 - 1991,6
83288.0,Bom Jesus da Lapa,BA,julho,23.0,1961 - 1991,7
83288.0,Bom Jesus da Lapa,BA,agosto,24.4,1961 - 1991,8
83288.0,Bom Jesus da Lapa,BA,setembro,26.2,1961 - 1991,9
83288.0,Bom Jesus da Lapa,BA,outubro,26.4,1961 - 1991,10
83288.0,Bom Jesus da Lapa,BA,novembro,25.4,1961 - 1991,11
83288.0,Bom Jesus da Lapa,BA,dezembro,25.0,1961 - 1991,12
83288.0,Bom Jesus da Lapa,BA,janeiro,26.1,1981 - 2011,1
83288.0,Bom Jesus da Lapa,BA,fevereiro,26.4,1981 - 2011,2
83288.0,Bom Jesus da Lapa,BA,marco,26.0,1981 - 2011,3
83288.0,Bom Jesus da Lapa,BA,abril,26.0,1981 - 2011,4
83288.0,Bom Jesus da Lapa,BA,maio,25.4,1981 - 2011,5
83288.0,Bom Jesus da Lapa,BA,junho,24.1,1981 - 2011,6
83288.0,Bom Jesus da Lapa,BA,julho,24.1,1981 - 2011,7
83288.0,Bom Jesus da Lapa,BA,agosto,25.3,1981 - 2011,8
83288.0,Bom Jesus da Lapa,BA,setembro,27.3,1981 - 2011,9
83288.0,Bom Jesus da Lapa,BA,outubro,28.3,1981 - 2011,10
83288.0,Bom Jesus da Lapa,BA,novembro,26.8,1981 - 2011,11
83288.0,Bom Jesus da Lapa,BA,dezembro,26.0,1981 - 2011,12
83288.0,Bom Jesus da Lapa,BA,janeiro,26.6,1991 - 2021,1
83288.0,Bom Jesus da Lapa,BA,fevereiro,26.7,1991 - 2021,2
83288.0,Bom Jesus da Lapa,BA,marco,26.6,1991 - 2021,3
83288.0,Bom Jesus da Lapa,BA,abril,26.4,1991 - 2021,4
83288.0,Bom Jesus da Lapa,BA,maio,25.7,1991 - 2021,5
83288.0,Bom Jesus da Lapa,BA,junho,24.7,1991 - 2021,6
83288.0,Bom Jesus da Lapa,BA,julho,24.4,1991 - 2021,7
83288.0,Bom Jesus da Lapa,BA,agosto,25.7,1991 - 2021,8
83288.0,Bom Jesus da Lapa,BA,setembro,27.7,1991 - 2021,9
83288.0,Bom Jesus da Lapa,BA,outubro,28.7,1991 - 2021,10
83288.0,Bom Jesus da Lapa,BA,novembro,27.1,1991 - 2021,11
83288.0,Bom Jesus da Lapa,BA,dezembro,26.6,1991 - 2021,12
83368.0,Aragarças,GO,janeiro,25.3,1961 - 1991,1
83368.0,Aragarças,GO,fevereiro,25.4,1961 - 1991,2
83368.0,Aragarças,GO,marco,25.5,1961 - 1991,3
83368.0,Aragarças,GO,abril,25.3,1961 - 1991,4
83368.0,Aragarças,GO,maio,23.8,1961 - 1991,5
83368.0,Aragarças,GO,junho,22.5,1961 - 1991,6
83368.0,Aragarças,GO,julho,22.2,1961 - 1991,7
83368.0,Aragarças,GO,agosto,24.3,1961 - 1991,8
83368.0,Aragarças,GO,setembro,26.1,1961 - 1991,9
83368.0,Aragarças,GO,outubro,26.7,1961 - 1991,10
83368.0,Aragarças,GO,novembro,25.9,1961 - 1991,11
83368.0,Aragarças,GO,dezembro,25.4,1961 - 1991,12
83368.0,Aragarças,GO,janeiro,25.8,1981 - 2011,1
83368.0,Aragarças,GO,fevereiro,25.9,1981 - 2011,2
83368.0,Aragarças,GO,marco,26.0,1981 - 2011,3
83368.0,Aragarças,GO,abril,26.1,1981 - 2011,4
83368.0,Aragarças,GO,maio,24.4,1981 - 2011,5
83368.0,Aragarças,GO,junho,22.9,1981 - 2011,6
83368.0,Aragarças,GO,julho,22.9,1981 - 2011,7
83368.0,Aragarças,GO,agosto,25.2,1981 - 2011,8
83368.0,Aragarças,GO,setembro,27.3,1981 - 2011,9
83368.0,Aragarças,GO,outubro,27.8,1981 - 2011,10
83368.0,Aragarças,GO,novembro,26.7,1981 - 2011,11
83368.0,Aragarças,GO,dezembro,26.0,1981 - 2011,12
83368.0,Aragarças,GO,janeiro,26.2,1991 - 2021,1
83368.0,Aragarças,GO,fevereiro,26.2,1991 - 2021,2
83368.0,Aragarças,GO,marco,26.3,1991 - 2021,3
83368.0,Aragarças,GO,abril,26.4,1991 - 2021,4
83368.0,Aragarças,GO,maio,24.8,1991 - 2021,5
83368.0,Aragarças,GO,junho,23.6,1991 - 2021,6
83368.0,Aragarças,GO,julho,23.4,1991 - 2021,7
83368.0,Aragarças,GO,agosto,25.7,1991 - 2021,8
83368.0,Aragarças,GO,setembro,28.0,1991 - 2021,9
83368.0,Aragarças,GO,outubro,28.3,1991 - 2021,10
83368.0,Aragarças,GO,novembro,26.8,1991 - 2021,11
83368.0,Aragarças,GO,dezembro,26.3,1991 - 2021,12
83376.0,Pirenópolis,GO,janeiro,22.9,1961 - 1991,1
83376.0,Pirenópolis,GO,fevereiro,23.2,1961 - 1991,2
83376.0,Pirenópolis,GO,marco,23.1,1961 - 1991,3
83376.0,Pirenópolis,GO,abril,22.9,1961 - 1991,4
83376.0,Pirenópolis,GO,maio,21.7,1961 - 1991,5
83376.0,Pirenópolis,GO,junho,20.2,1961 - 1991,6
83376.0,Pirenópolis,GO,julho,20.4,1961 - 1991,7
83376.0,Pirenópolis,GO,agosto,22.4,1961 - 1991,8
83376.0,Pirenópolis,GO,setembro,23.8,1961 - 1991,9
83376.0,Pirenópolis,GO,outubro,24.0,1961 - 1991,10
83376.0,Pirenópolis,GO,novembro,23.3,1961 - 1991,11
83376.0,Pirenópolis,GO,dezembro,22.9,1961 - 1991,12
83376.0,Pirenópolis,GO,janeiro,23.4,1981 - 2011,1
83376.0,Pirenópolis,GO,fevereiro,23.4,1981 - 2011,2
83376.0,Pirenópolis,GO,marco,23.4,1981 - 2011,3
83376.0,Pirenópolis,GO,abril,23.1,1981 - 2011,4
83376.0,Pirenópolis,GO,maio,21.8,1981 - 2011,5
83376.0,Pirenópolis,GO,junho,20.5,1981 - 2011,6
83376.0,Pirenópolis,GO,julho,20.7,1981 - 2011,7
83376.0,Pirenópolis,GO,agosto,22.8,1981 - 2011,8
83376.0,Pirenópolis,GO,setembro,24.5,1981 - 2011,9
83376.0,Pirenópolis,GO,outubro,24.4,1981 - 2011,10
83376.0,Pirenópolis,GO,novembro,23.6,1981 - 2011,11
83376.0,Pirenópolis,GO,dezembro,23.4,1981 - 2011,12
83376.0,Pirenópolis,GO,janeiro,23.7,1991 - 2021,1
83376.0,Pirenópolis,GO,fevereiro,23.6,1991 - 2021,2
83376.0,Pirenópolis,GO,marco,23.6,1991 - 2021,3
83376.0,Pirenópolis,GO,abril,23.4,1991 - 2021,4
83376.0,Pirenópolis,GO,maio,22.0,1991 - 2021,5
83376.0,Pirenópolis,GO,junho,20.9,1991 - 2021,6
83376.0,Pirenópolis,GO,julho,21.0,1991 - 2021,7
83376.0,Pirenópolis,GO,agosto,23.1,1991 - 2021,8
83376.0,Pirenópolis,GO,setembro,25.2,1991 - 2021,9
83376.0,Pirenópolis,GO,outubro,25.1,1991 - 2021,10
83376.0,Pirenópolis,GO,novembro,24.0,1991 - 2021,11
83376.0,Pirenópolis,GO,dezembro,23.8,1991 - 2021,12
83377.0,Brasília,DF,janeiro,21.2,1961 - 1991,1
83377.0,Brasília,DF,fevereiro,21.3,1961 - 1991,2
83377.0,Brasília,DF,marco,21.5,1961 - 1991,3
83377.0,Brasília,DF,abril,20.9,1961 - 1991,4
83377.0,Brasília,DF,maio,19.6,1961 - 1991,5
83377.0,Brasília,DF,junho,18.5,1961 - 1991,6
83377.0,Brasília,DF,julho,18.3,1961 - 1991,7
83377.0,Brasília,DF,agosto,20.3,1961 - 1991,8
83377.0,Brasília,DF,setembro,21.7,1961 - 1991,9
83377.0,Brasília,DF,outubro,21.6,1961 - 1991,10
83377.0,Brasília,DF,novembro,21.1,1961 - 1991,11
83377.0,Brasília,DF,dezembro,21.0,1961 - 1991,12
83377.0,Brasília,DF,janeiro,21.6,1981 - 2011,1
83377.0,Brasília,DF,fevereiro,21.7,1981 - 2011,2
83377.0,Brasília,DF,marco,21.6,1981 - 2011,3
83377.0,Brasília,DF,abril,21.3,1981 - 2011,4
83377.0,Brasília,DF,maio,20.2,1981 - 2011,5
83377.0,Brasília,DF,junho,19.0,1981 - 2011,6
83377.0,Brasília,DF,julho,19.0,1981 - 2011,7
83377.0,Brasília,DF,agosto,20.6,1981 - 2011,8
83377.0,Brasília,DF,setembro,22.2,1981 - 2011,9
83377.0,Brasília,DF,outubro,22.4,1981 - 2011,10
83377.0,Brasília,DF,novembro,21.5,1981 - 2011,11
83377.0,Brasília,DF,dezembro,21.4,1981 - 2011,12
83377.0,Brasília,DF,janeiro,21.9,1991 - 2021,1
83377.0,Brasília,DF,fevereiro,21.9,1991 - 2021,2
83377.0,Brasília,DF,marco,21.8,1991 - 2021,3
83377.0,Brasília,DF,abril,21.6,1991 - 2021,4
83377.0,Brasília,DF,maio,20.3,1991 - 2021,5
83377.0,Brasília,DF,junho,19.3,1991 - 2021,6
83377.0,Brasília,DF,julho,19.3,1991 - 2021,7
83377.0,Brasília,DF,agosto,21.0,1991 - 2021,8
83377.0,Brasília,DF,setembro,22.8,1991 - 2021,9
83377.0,Brasília,DF,outubro,23.1,1991 - 2021,10
83377.0,Brasília,DF,novembro,21.7,1991 - 2021,11
83377.0,Brasília,DF,dezembro,21.7,1991 - 2021,12
83379.0,Formosa,GO,janeiro,22.2,1961 - 1991,1
83379.0,Formosa,GO,fevereiro,22.4,1961 - 1991,2
83379.0,Formosa,GO,marco,22.5,1961 - 1991,3
83379.0,Formosa,GO,abril,22.0,1961 - 1991,4
83379.0,Formosa,GO,maio,20.7,1961 - 1991,5
83379.0,Formosa,GO,junho,19.5,1961 - 1991,6
83379.0,Formosa,GO,julho,19.3,1961 - 1991,7
83379.0,Formosa,GO,agosto,21.3,1961 - 1991,8
83379.0,Formosa,GO,setembro,22.8,1961 - 1991,9
83379.0,Formosa,GO,outubro,22.9,1961 - 1991,10
83379.0,Formosa,GO,novembro,22.3,1961 - 1991,11
83379.0,Formosa,GO,dezembro,22.1,1961 - 1991,12
83379.0,Formosa,GO,janeiro,22.8,1981 - 2011,1
83379.0,Formosa,GO,fevereiro,23.0,1981 - 2011,2
83379.0,Formosa,GO,marco,22.8,1981 - 2011,3
83379.0,Formosa,GO,abril,22.5,1981 - 2011,4
83379.0,Formosa,GO,maio,21.5,1981 - 2011,5
83379.0,Formosa,GO,junho,20.1,1981 - 2011,6
83379.0,Formosa,GO,julho,20.1,1981 - 2011,7
83379.0,Formosa,GO,agosto,21.8,1981 - 2011,8
83379.0,Formosa,GO,setembro,23.7,1981 - 2011,9
83379.0,Formosa,GO,outubro,24.1,1981 - 2011,10
83379.0,Formosa,GO,novembro,22.9,1981 - 2011,11
83379.0,Formosa,GO,dezembro,22.7,1981 - 2011,12
83379.0,Formosa,GO,janeiro,23.2,1991 - 2021,1
83379.0,Formosa,GO,fevereiro,23.3,1991 - 2021,2
83379.0,Formosa,GO,marco,23.1,1991 - 2021,3
83379.0,Formosa,GO,abril,22.9,1991 - 2021,4
83379.0,Formosa,GO,maio,21.7,1991 - 2021,5
83379.0,Formosa,GO,junho,20.7,1991 - 2021,6
83379.0,Formosa,GO,julho,20.6,1991 - 2021,7
83379.0,Formosa,GO,agosto,22.2,1991 - 2021,8
83379.0,Formosa,GO,setembro,24.3,1991 - 2021,9
83379.0,Formosa,GO,outubro,24.7,1991 - 2021,10
83379.0,Formosa,GO,novembro,23.2,1991 - 2021,11
83379.0,Formosa,GO,dezembro,23.2,1991 - 2021,12
83386.0,Januária,MG,janeiro,24.9,1961 - 1991,1
83386.0,Januária,MG,fevereiro,25.4,1961 - 1991,2
83386.0,Januária,MG,marco,25.3,1961 - 1991,3
83386.0,Januária,MG,abril,24.6,1961 - 1991,4
83386.0,Januária,MG,maio,23.0,1961 - 1991,5
83386.0,Januária,MG,junho,21.6,1961 - 1991,6
83386.0,Januária,MG,julho,21.2,1961 - 1991,7
83386.0,Januária,MG,agosto,23.0,1961 - 1991,8
83386.0,Januária,MG,setembro,25.0,1961 - 1991,9
83386.0,Januária,MG,outubro,26.1,1961 - 1991,10
83386.0,Januária,MG,novembro,25.4,1961 - 1991,11
83386.0,Januária,MG,dezembro,24.7,1961 - 1991,12
83386.0,Januária,MG,janeiro,25.2,1981 - 2011,1
83386.0,Januária,MG,fevereiro,25.4,1981 - 2011,2
83386.0,Januária,MG,marco,25.0,1981 - 2011,3
83386.0,Januária,MG,abril,24.4,1981 - 2011,4
83386.0,Januária,MG,maio,22.9,1981 - 2011,5
83386.0,Januária,MG,junho,21.3,1981 - 2011,6
83386.0,Januária,MG,julho,21.1,1981 - 2011,7
83386.0,Januária,MG,agosto,22.4,1981 - 2011,8
83386.0,Januária,MG,setembro,25.0,1981 - 2011,9
83386.0,Januária,MG,outubro,26.5,1981 - 2011,10
83386.0,Januária,MG,novembro,25.4,1981 - 2011,11
83386.0,Januária,MG,dezembro,25.1,1981 - 2011,12
83386.0,Januária,MG,janeiro,25.4,1991 - 2021,1
83386.0,Januária,MG,fevereiro,25.5,1991 - 2021,2
83386.0,Januária,MG,marco,25.3,1991 - 2021,3
83386.0,Januária,MG,abril,24.8,1991 - 2021,4
83386.0,Januária,MG,maio,23.2,1991 - 2021,5
83386.0,Januária,MG,junho,21.9,1991 - 2021,6
83386.0,Januária,MG,julho,21.5,1991 - 2021,7
83386.0,Januária,MG,agosto,22.9,1991 - 2021,8
83386.0,Januária,MG,setembro,25.4,1991 - 2021,9
83386.0,Januária,MG,outubro,27.0,1991 - 2021,10
83386.0,Januária,MG,novembro,25.7,1991 - 2021,11
83386.0,Januária,MG,dezembro,25.3,1991 - 2021,12
83423.0,Goiânia,GO,janeiro,23.8,1961 - 1991,1
83423.0,Goiânia,GO,fevereiro,23.8,1961 - 1991,2
83423.0,Goiânia,GO,marco,24.0,1961 - 1991,3
83423.0,Goiânia,GO,abril,23.6,1961 - 1991,4
83423.0,Goiânia,GO,maio,22.2,1961 - 1991,5
83423.0,Goiânia,GO,junho,20.9,1961 - 1991,6
83423.0,Goiânia,GO,julho,20.9,1961 - 1991,7
83423.0,Goiânia,GO,agosto,23.0,1961 - 1991,8
83423.0,Goiânia,GO,setembro,24.5,1961 - 1991,9
83423.0,Goiânia,GO,outubro,24.6,1961 - 1991,10
83423.0,Goiânia,GO,novembro,24.1,1961 - 1991,11
83423.0,Goiânia,GO,dezembro,23.5,1961 - 1991,12
83423.0,Goiânia,GO,janeiro,24.4,1981 - 2011,1
83423.0,Goiânia,GO,fevereiro,24.5,1981 - 2011,2
83423.0,Goiânia,GO,marco,24.5,1981 - 2011,3
83423.0,Goiânia,GO,abril,24.6,1981 - 2011,4
83423.0,Goiânia,GO,maio,23.1,1981 - 2011,5
83423.0,Goiânia,GO,junho,21.8,1981 - 2011,6
83423.0,Goiânia,GO,julho,22.0,1981 - 2011,7
83423.0,Goiânia,GO,agosto,24.0,1981 - 2011,8
83423.0,Goiânia,GO,setembro,25.5,1981 - 2011,9
83423.0,Goiânia,GO,outubro,25.6,1981 - 2011,10
83423.0,Goiânia,GO,novembro,24.7,1981 - 2011,11
83423.0,Goiânia,GO,dezembro,24.3,1981 - 2011,12
83423.0,Goiânia,GO,janeiro,24.7,1991 - 2021,1
83423.0,Goiânia,GO,fevereiro,24.7,1991 - 2021,2
83423.0,Goiânia,GO,marco,24.7,1991 - 2021,3
83423.0,Goiânia,GO,abril,24.8,1991 - 2021,4
83423.0,Goiânia,GO,maio,23.3,1991 - 2021,5
83423.0,Goiânia,GO,junho,22.3,1991 - 2021,6
83423.0,Goiânia,GO,julho,22.5,1991 - 2021,7
83423.0,Goiânia,GO,agosto,24.5,1991 - 2021,8
83423.0,Goiânia,GO,setembro,26.3,1991 - 2021,9
83423.0,Goiânia,GO,outubro,26.2,1991 - 2021,10
83423.0,Goiânia,GO,novembro,25.0,1991 - 2021,11
83423.0,Goiânia,GO,dezembro,24.8,1991 - 2021,12
83437.0,Montes Claros,MG,janeiro,23.6,1961 - 1991,1
83437.0,Montes Claros,MG,fevereiro,23.8,1961 - 1991,2
83437.0,Montes Claros,MG,marco,23.9,1961 - 1991,3
83437.0,Montes Claros,MG,abril,23.0,1961 - 1991,4
83437.0,Montes Claros,MG,maio,21.1,1961 - 1991,5
83437.0,Montes Claros,MG,junho,20.0,1961 - 1991,6
